"Datasource","Campaign Name","Clicks","Platform Cost ($)"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPM-TAPTAP-DISPLAY-STANDARBANNER","0","0.2032641"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","14","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPV-XAXIS-VIDEO","0","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PRINGLESWAVY_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","1","0.0"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPM-AUDIO","6","0.3267"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","607","916.8336000000007"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPV-KIDSCORP","8466","922.5846"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-DUNNHUMBY-DISPLAY","2","0.1323"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-DUNNHUMBY-STANDARDBANNER","2","0.39689999999999986"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-KIDSCORP","39837","1618.8465600000004"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2882","5278.95360000001"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPC-TAPTAP-STANDARDBANNER","2059","369.69345"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-SPOTIFY-AUDIOAD","79","1131.5799900000002"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNER","1436","3211.2531000000017"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPV-XAXIS-VIDEO","773","1894.5981"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-CARTOONNETWORK","1426","941.1673500000002"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-NICKELODEON","132","389.96747999999997"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-SPOTIFY-TAKEOVER","992","2700.3455999999996"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-RICHMEDIA","5834","3284.9597250000015"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","5404","5846.426099999999"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","7481","5137.803000000001"
"Sizmek Sas","MCMMIA_2020_CRI_Kelloggs_Pringles_Seasonal_AlwaysOn_Sizmek_EveningMe_CPM-Xaxis-Video","0","0.0"
"Sizmek Sas","MCMMIA_2020_MEX_Kelloggs_Pringles_Seasonal_AlwaysOn_Sizmek_EveningMe_CPM-Xaxis-Video","0","0.0"
"Sizmek Sas","MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Spotify-VideoTakeOver","0","0.0"
"Sizmek Sas","MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Xaxis-StandardBanner","0","0.04"
"Sizmek Sas","MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPCV-Xaxis-Video","996","1639.7199999999998"
"Sizmek Sas","MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-ScrollReactive","998","2675.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_SIZMEK_FAMILYBREAKFAST_CPCV-XAXISPRE-ROLL","0","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2","0.009000000000000001"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_SIZMEK_FAMILYBREAKFAST_CPCV-SUNMEDIA","0","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_SIZMEK_FAMILY BREAKFAST_CPM-XAXIS-STANDARDBANNERS","0","0.009000000000000001"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GANAPREMIOS_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2","0.9705000000000007"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-XAXISRICHMEDIA","1","0.16550000000000004"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","0","0.2670000000000001"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","0","0.036"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIESKIDS_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-STANDARDBANNERS","0","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_SIZMEK_BREAKFASTFORONE_CPCV-XAXIS-VIDEO","9","0.17400000000000002"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","0","0.11400000000000002"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_EMBAJADORES_SIZMEK_BREAKFASTFORONE_CPEC-XAXISSPOTIFY","0","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_EMBAJADORES_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","0","0.5160000000000003"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_UGLYSWEATER_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-STANDARDBANNERS","0","0.4610000000000003"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_SIZMEK_EVENINGME_CPCV-IMS-EA","6","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_SIZMEK_EVENINGME_CPM-GAMELOFT","33","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_XMASPROMOMUSIC_SIZMEK_EVENINGME_CPCV-SUNMEDIA","0","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_XMASPROMOMUSIC_SIZMEK_EVENINGME_CPCV-XAXISSPOTIFY","0","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_XMASPROMOMUSIC_SIZMEK_EVENINGME_CPEC-XAXISSPOTIFY","2","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_ORIGINAL_SIZMEK_BREAKFASTFORONE_CPC-XAXIS-STANDARDBANNERS","84","21.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_ORIGINAL_SIZMEK_BREAKFASTFORONE_CPM-XAXISSOCIALNATIVE","12","1.0004999999999997"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_FAMILY BREAKFAST_CPM-XAXIS-STANDARDBANNERS","0","0.025500000000000002"
"Sizmek Sas","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPCV-XAXISPRE-ROLL","25991","40644.419999999984"
"Sizmek Sas","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","42205","80739.66899999982"
"Sizmek Sas","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","19091","29958.80400000005"
"Sizmek Sas","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","79200","142442.59299999988"
"Sizmek Sas","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXISPRE-ROLL","109774","147942.04"
"Sizmek Sas","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_SIZMEK_EVENINGME_CPCV-XAXISPRE-ROLL","2463","6735.93"
"Sizmek Sas","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPCV-XAXISPRE-ROLL","17953","29567.130000000005"
"Sizmek Sas","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPCV-SUNMEDIA","2518","20658.391000000003"
"Sizmek Sas","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","59772","89651.67900000002"
"Sizmek Sas","MCMPR_2020_BHS_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_SIZMEK_AFTERNOONSNACK_CPCV-EIKON","0","24.359999999999992"
"Sizmek Sas","MCMPR_2020_CENAM_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_SIZMEK_MID-MORNINGSNACK_CPV-SEVERAL-VIDEO","0","0.0"
"Sizmek Sas","MCMPR_2020_CENAM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_SIZMEK_FAMILY BREAKFAST_CPV-SEVERAL-VIDEO","0","0.0"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","0","0.4"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY","7","2.3999999999999995"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_MID-MORNINGSNACK_CPV-XAXIS-VIDEO","0","0.0"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_FAMILYBREAKFAST_CPM-EIKON-DISPLAY","0","0.01"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","0","10.5"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","1","0.0"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","0","0.01"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON","0","0.24"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO","484","2880.68"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_SIZMEK_BREAKFASTFORONE_CPM-EIKON","2712","15.959999999999805"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_SPECIALK BARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON","693","5040.12"
"Sizmek Sas","MCMPR_2020_CRI_KELLOGGS_SPECIALK BARS_SEASONAL_RECOVERYPLAN_SIZMEK_AFTERNOONSNACK_CPCV-EIKON","0","0.0"
"Sizmek Sas","MCMPR_2020_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_MID-MORNINGSNACK_CPV-XAXIS-VIDEO","1","1.08"
"Sizmek Sas","MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","1","0.18000000000000005"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","154","1069.7599999999995"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY","7","1.6400000000000003"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_MID-MORNINGSNACK_CPV-XAXIS-VIDEO","0","0.0"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_FAMILYBREAKFAST_CPM-EIKON-DISPLAY","0","0.01"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","0","2.79"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","0","0.0"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","0","0.060000000000000005"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON","0","0.24"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO","720","3395.1599999999994"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_SIZMEK_BREAKFASTFORONE_CPM-EIKON","10732","23.660000000000004"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_SIZMEK_BREAKFASTFORONE_CPM-SEVERAL-DISPLAY","1138","10.019999999999948"
"Sizmek Sas","MCMPR_2020_GTM_KELLOGGS_SPECIALK BARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON","494","6554.4000000000015"
"Sizmek Sas","MCMPR_2020_HND_KELLOGGS_MASTERBRAND_SEASONAL_MAIZENA_SIZMEK_BREAKFASTFORONE_CPM-EIKON","7369","0.0"
"Sizmek Sas","MCMPR_2020_HND_KELLOGGS_MASTERBRAND_SEASONAL_MAIZENA_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","0","0.0"
"Sizmek Sas","MCMPR_2020_JAM_KELLOGGS_CHEEZIT_SEASONAL_CHEEZIT_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING","0","0.0"
"Sizmek Sas","MCMPR_2020_JAM_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_SIZMEK_AFTERNOONSNACK_CPCV-EIKON","0","0.0"
"Sizmek Sas","MCMPR_2020_NIC_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","1","1.7600000000000002"
"Sizmek Sas","MCMPR_2020_PAN_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_MID-MORNINGSNACK_CPV-XAXIS-VIDEO","0","0.0"
"Sizmek Sas","MCMPR_2020_PAN_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","0","1.36"
"Sizmek Sas","MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","0","0.05"
"Sizmek Sas","MCMPR_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","0","0.0"
"Sizmek Sas","MCMPR_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO-NOV-DIC","0","0.03"
"Sizmek Sas","MCMPR_2020_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","54","479.92"
"Sizmek Sas","MCMPR_2020_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY","4","1.06"
"Sizmek Sas","MCMPR_2020_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","4","14.799999999999997"
"Sizmek Sas","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","844","5264.0"
"Sizmek Sas","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","280","1842.1599999999996"
"Sizmek Sas","MCMPR_2021_CRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","393","22334.400000000005"
"Sizmek Sas","MCMPR_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","453","1943.8499999999997"
"Sizmek Sas","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","1713","2518.9200000000005"
"Sizmek Sas","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_EVENINGME_CPC-XAXISPUSHNOTIFICATIONADS","7549","3019.6"
"Sizmek Sas","MCMPR_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","0","2506.4"
"Sizmek Sas","MCMPR_2021_CRI_KELLOGGS_SPECIALK_SEASONAL_ALIMENTAMOSLOQUEERES_XAXISPUSHNOTIFICATIONADS_BREAKFASTFORONE_CPM-XAXISPUSHNOTIFICATIONADS","0","1020.8000000000001"
"Sizmek Sas","MCMPR_2021_CRI_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","1018","5668.829999999999"
"Sizmek Sas","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","2773","2666.3400000000015"
"Sizmek Sas","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_EVENINGME_CPC-XAXISPUSHNOTIFICATIONADS","7544","3017.6"
"Sizmek Sas","MCMPR_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","1264","4003.9499999999994"
"Sizmek Sas","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","1705","8779.440000000006"
"Sizmek Sas","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","251","1379.2399999999998"
"Sizmek Sas","MCMPR_2021_GTM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","822","35051.69999999999"
"Sizmek Sas","MCMPR_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","794","4025.1000000000004"
"Sizmek Sas","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","1750","3188.110000000001"
"Sizmek Sas","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_EVENINGME_CPC-XAXISPUSHNOTIFICATIONADS","7530","3012.0"
"Sizmek Sas","MCMPR_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","0","2824.0"
"Sizmek Sas","MCMPR_2021_GTM_KELLOGGS_SPECIALK_SEASONAL_ALIMENTAMOSLOQUEERES_XAXISPUSHNOTIFICATIONADS_BREAKFASTFORONE_CPM-XAXISPUSHNOTIFICATIONADS","0","1014.8000000000001"
"Sizmek Sas","MCMPR_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","624","2878.2600000000007"
"Sizmek Sas","MCMPR_2021_PAN_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","570","19500.300000000007"
"Sizmek Sas","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","2293","2504.42"
"Sizmek Sas","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_EVENINGME_CPC-XAXISPUSHNOTIFICATIONADS","7513","3005.2000000000003"
"Sizmek Sas","MCMPR_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","714","5122.919999999997"
"Sizmek Sas","MCMPR_2021_PRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","251","573.0000000000002"
"Sizmek Sas","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_EVENINGME_CPCV-ADMAZING","0","0.0"
"Sizmek Sas","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO","100","1309.41"
"Sizmek Sas","MCMPR_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","1388","5885.669999999999"
"Sizmek Sas","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","802","4681.96"
"Sizmek Sas","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","115","963.6400000000001"
"Sizmek Sas","MCMPR_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","435","17264.4"
"Sizmek Sas","MCMPR_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","747","3554.34"
"Twitter","<undefined>","6382",
"Total",,"10037382","3955304.045414416"
